# Configuration
# N_FOLDS,4
# EPOCHS_PER_TRIAL,5
# EARLY_STOPPING_PATIENCE,3
# INITIAL_POINTS,10
# BO_ITERATIONS,5
# BO_CANDIDATES,100
# BATCH_SIZE,512
# NUM_FILTERS,32
# KERNEL_SIZE,5
# NUM_UNITS,32
# LEARNING_RATE_MIN,0.0001
# LEARNING_RATE_MAX,0.05
# MANUAL_SEEDS,"[1, 4, 9, 12, 13, 14, 16, 17, 19, 21, 31, 35, 37, 38, 42, 45, 48, 51, 52, 55, 58, 60, 64, 66, 69, 80, 123, 256, 2048, 3651]"
seed,optimizer,iteration,trial_type,learning_rate,mean_accuracy,accuracy_std,fold_1_accuracy,fold_2_accuracy,fold_3_accuracy,fold_4_accuracy,best_accuracy_so_far,ei_value,fold_1_epochs_run,fold_2_epochs_run,fold_3_epochs_run,fold_4_epochs_run,fold_1_early_stopped,fold_2_early_stopped,fold_3_early_stopped,fold_4_early_stopped,fold_1_best_epoch,fold_2_best_epoch,fold_3_best_epoch,fold_4_best_epoch,epoch_1_avg_loss,epoch_2_avg_loss,epoch_3_avg_loss,epoch_4_avg_loss,epoch_5_avg_loss,epoch_1_avg_val_acc,epoch_2_avg_val_acc,epoch_3_avg_val_acc,epoch_4_avg_val_acc,epoch_5_avg_val_acc,fold_1_epoch_1_loss,fold_1_epoch_2_loss,fold_1_epoch_3_loss,fold_1_epoch_4_loss,fold_1_epoch_5_loss,fold_2_epoch_1_loss,fold_2_epoch_2_loss,fold_2_epoch_3_loss,fold_2_epoch_4_loss,fold_2_epoch_5_loss,fold_3_epoch_1_loss,fold_3_epoch_2_loss,fold_3_epoch_3_loss,fold_3_epoch_4_loss,fold_3_epoch_5_loss,fold_4_epoch_1_loss,fold_4_epoch_2_loss,fold_4_epoch_3_loss,fold_4_epoch_4_loss,fold_4_epoch_5_loss,fold_1_epoch_1_val_acc,fold_1_epoch_2_val_acc,fold_1_epoch_3_val_acc,fold_1_epoch_4_val_acc,fold_1_epoch_5_val_acc,fold_2_epoch_1_val_acc,fold_2_epoch_2_val_acc,fold_2_epoch_3_val_acc,fold_2_epoch_4_val_acc,fold_2_epoch_5_val_acc,fold_3_epoch_1_val_acc,fold_3_epoch_2_val_acc,fold_3_epoch_3_val_acc,fold_3_epoch_4_val_acc,fold_3_epoch_5_val_acc,fold_4_epoch_1_val_acc,fold_4_epoch_2_val_acc,fold_4_epoch_3_val_acc,fold_4_epoch_4_val_acc,fold_4_epoch_5_val_acc
13,AdamW,14,bo,0.017345,0.742833,0.061470,0.814000,0.792000,0.696667,0.668667,0.804833,0.000000,5,5,5,5,0,0,0,0,4,4,4,4,4.237412,1.414216,0.984742,0.806384,0.683205,0.419500,0.605333,0.669667,0.712667,0.742833,3.913175,1.231149,0.774972,0.595582,0.492967,4.870000,1.452741,0.882079,0.673578,0.569121,4.069098,1.316081,0.948449,0.835920,0.745533,4.097377,1.656892,1.333466,1.120456,0.925200,0.480000,0.710667,0.760000,0.788667,0.814000,0.477333,0.622667,0.759333,0.776667,0.792000,0.376667,0.603333,0.648667,0.689333,0.696667,0.344000,0.484667,0.510667,0.596000,0.668667
13,Adamax,0,initial,0.038907,0.716500,0.048070,0.774000,0.680667,0.752667,0.658667,0.716500,,5,5,5,5,0,0,0,0,4,4,4,4,10.537360,2.034530,1.298816,1.013322,0.828158,0.369667,0.522500,0.599500,0.674000,0.716500,6.383516,1.154424,0.887435,0.718467,0.617544,9.059166,1.825967,1.390005,1.086832,0.836992,17.068882,3.379365,1.439950,1.052575,0.830839,9.637878,1.778362,1.477874,1.195416,1.027256,0.450667,0.664667,0.692000,0.730667,0.774000,0.363333,0.496000,0.546667,0.666667,0.680667,0.350667,0.509333,0.598000,0.685333,0.752667,0.314000,0.420000,0.561333,0.613333,0.658667
13,Adamax,1,initial,0.011953,0.809333,0.025460,0.816667,0.767333,0.836000,0.817333,0.809333,,5,5,5,5,0,0,0,0,4,4,4,4,2.274255,1.039766,0.765867,0.616228,0.526730,0.580167,0.696833,0.755667,0.794167,0.809333,1.995421,0.962846,0.694564,0.580412,0.507621,2.810621,1.438952,1.084171,0.805767,0.648562,1.967979,0.791754,0.608802,0.513244,0.458363,2.322999,0.965511,0.675932,0.565489,0.492373,0.598667,0.705333,0.760667,0.788667,0.816667,0.394000,0.583333,0.692667,0.766000,0.767333,0.704000,0.788667,0.812667,0.828000,0.836000,0.624000,0.710000,0.756667,0.794000,0.817333
13,Adamax,2,initial,0.041231,0.685167,0.038345,0.733333,0.632000,0.668667,0.706667,0.809333,,5,5,5,5,0,0,0,0,4,4,4,4,8.958741,1.922003,1.438610,1.117789,0.920217,0.316500,0.425167,0.538833,0.608500,0.685167,7.231269,1.638695,1.232799,0.950875,0.801027,10.190660,1.973170,1.487106,1.255795,1.040913,10.982581,2.088022,1.748076,1.296468,1.040420,7.430453,1.988126,1.286460,0.968018,0.798507,0.478667,0.469333,0.604000,0.637333,0.733333,0.276667,0.443333,0.504000,0.595333,0.632000,0.273333,0.282667,0.430000,0.528000,0.668667,0.237333,0.505333,0.617333,0.673333,0.706667
13,Adamax,3,initial,0.048291,0.550167,0.210494,0.774000,0.208667,0.566667,0.651333,0.809333,,5,5,5,5,0,0,0,0,4,4,4,4,11.507411,2.121833,1.686394,1.459406,1.261549,0.277000,0.316667,0.404500,0.476667,0.550167,11.840208,1.615689,1.067541,0.782378,0.654040,13.183065,2.345847,2.217766,2.139295,2.048170,10.241554,1.934427,1.704608,1.541557,1.323210,10.764819,2.591371,1.755662,1.374392,1.020776,0.411333,0.563333,0.715333,0.761333,0.774000,0.158667,0.135333,0.140667,0.164667,0.208667,0.230000,0.314000,0.402667,0.468667,0.566667,0.308000,0.254000,0.359333,0.512000,0.651333
13,Adamax,4,initial,0.048633,0.660833,0.054578,0.739333,0.635333,0.677333,0.591333,0.809333,,5,5,5,5,0,0,0,0,4,4,4,4,10.384718,1.933828,1.547635,1.309556,1.096638,0.266000,0.389000,0.491000,0.541000,0.660833,8.812686,1.555726,1.151766,0.889291,0.719697,6.855382,1.954435,1.620912,1.394468,1.242361,12.273688,2.115132,1.480079,1.246133,1.084997,13.597115,2.110018,1.937783,1.708330,1.339496,0.394667,0.528000,0.636667,0.700667,0.739333,0.170000,0.359333,0.490667,0.551333,0.635333,0.312667,0.446667,0.522000,0.552000,0.677333,0.186667,0.222000,0.314667,0.360000,0.591333
13,Adamax,5,initial,0.022727,0.762167,0.038429,0.772000,0.776000,0.698667,0.802000,0.809333,,5,5,5,5,0,0,0,0,4,4,4,4,5.026296,1.454822,1.037883,0.801777,0.673228,0.383333,0.564833,0.685833,0.720333,0.762167,7.228141,1.564851,1.140628,0.830525,0.661451,6.616019,1.609013,1.082702,0.805541,0.668980,3.329674,1.511369,1.165618,0.954345,0.808643,2.931348,1.134054,0.762584,0.616695,0.553839,0.320667,0.492000,0.686000,0.716667,0.772000,0.338667,0.564000,0.712000,0.739333,0.776000,0.346667,0.503333,0.600000,0.644667,0.698667,0.527333,0.700000,0.745333,0.780667,0.802000
13,Adamax,6,initial,0.030491,0.750667,0.052548,0.663333,0.803333,0.763333,0.772667,0.809333,,5,5,5,5,0,0,0,0,4,4,4,4,8.015159,2.045010,1.124530,0.909190,0.744462,0.416500,0.560500,0.640500,0.707500,0.750667,15.881464,3.818472,1.495548,1.310706,1.028014,4.658616,1.734610,1.016871,0.705767,0.567454,6.382133,1.412069,1.081132,0.877627,0.748554,5.138424,1.214889,0.904569,0.742661,0.633825,0.252000,0.430000,0.498000,0.610667,0.663333,0.416667,0.573333,0.690000,0.774667,0.803333,0.507333,0.582000,0.682667,0.716667,0.763333,0.490000,0.656667,0.691333,0.728000,0.772667
13,Adamax,7,initial,0.038799,0.715000,0.100349,0.778000,0.774000,0.766667,0.541333,0.809333,,5,5,5,5,0,0,0,0,4,4,4,4,9.209191,1.700972,1.260527,0.998257,0.823705,0.332000,0.495000,0.600000,0.663667,0.715000,6.692770,1.425803,0.948311,0.716434,0.611934,6.940288,1.795901,1.319397,0.934771,0.691908,11.664405,1.718299,1.150400,0.848383,0.719919,11.539301,1.863887,1.624001,1.493440,1.271059,0.306667,0.616667,0.701333,0.753333,0.778000,0.387333,0.440667,0.611333,0.711333,0.774000,0.388667,0.548000,0.657333,0.736000,0.766667,0.245333,0.374667,0.430000,0.454000,0.541333
13,Adamax,8,initial,0.032117,0.762667,0.028182,0.718000,0.779333,0.792667,0.760667,0.809333,,5,5,5,5,0,0,0,0,4,4,4,4,6.411805,1.630997,1.140662,0.857455,0.709105,0.335500,0.537000,0.660333,0.722833,0.762667,6.369290,1.626915,1.269028,1.003005,0.823288,4.496270,1.468930,1.096686,0.778142,0.639184,7.509336,1.632362,1.018012,0.755995,0.632682,7.272322,1.795779,1.178923,0.892676,0.741264,0.338000,0.460000,0.589333,0.660667,0.718000,0.384667,0.538667,0.690667,0.748667,0.779333,0.338000,0.611333,0.733333,0.780000,0.792667,0.281333,0.538000,0.628000,0.702000,0.760667
13,Adamax,9,initial,0.036129,0.741167,0.057939,0.754667,0.795333,0.770667,0.644000,0.809333,,5,5,5,5,0,0,0,0,4,4,4,4,6.827191,1.656153,1.160473,0.913127,0.737905,0.362333,0.544667,0.625667,0.707167,0.741167,6.517286,1.760155,1.258723,0.977955,0.703246,5.093169,1.238461,0.846985,0.662057,0.563223,10.041058,1.892858,1.173062,0.883843,0.729232,5.657250,1.733136,1.363123,1.128655,0.955919,0.346667,0.506667,0.598000,0.729333,0.754667,0.514000,0.662667,0.735333,0.776667,0.795333,0.302667,0.522667,0.640000,0.733333,0.770667,0.286000,0.486667,0.529333,0.589333,0.644000
13,Adamax,10,bo,0.000101,0.604833,0.035079,0.588000,0.610667,0.562667,0.658000,0.809333,0.273531,5,5,5,5,0,0,0,0,4,4,4,4,2.222341,2.046430,1.895161,1.761350,1.643625,0.345667,0.479000,0.534167,0.572667,0.604833,2.234144,2.062253,1.902955,1.756933,1.628179,2.225272,2.060730,1.919038,1.794400,1.682244,2.232046,2.076790,1.943000,1.823646,1.717151,2.197903,1.985948,1.815653,1.670422,1.546927,0.372000,0.528667,0.561333,0.574667,0.588000,0.269333,0.397333,0.486000,0.528000,0.610667,0.345333,0.504667,0.530667,0.552000,0.562667,0.396000,0.485333,0.558667,0.636000,0.658000
13,Adamax,11,bo,0.014148,0.801333,0.015979,0.776667,0.821333,0.804667,0.802667,0.809333,0.000000,5,5,5,5,0,0,0,0,4,4,4,4,3.305491,1.338546,0.915049,0.702565,0.584534,0.484000,0.621167,0.732500,0.778000,0.801333,4.355037,1.763286,1.107841,0.823614,0.640565,2.194262,0.966154,0.701656,0.574810,0.504066,3.008787,1.333422,0.989568,0.752570,0.637223,3.663879,1.291320,0.861130,0.659264,0.556284,0.372667,0.559333,0.672667,0.752667,0.776667,0.592000,0.735333,0.771333,0.798667,0.821333,0.527333,0.580000,0.734000,0.766000,0.804667,0.444000,0.610000,0.752000,0.794667,0.802667
13,Adamax,12,bo,0.014168,0.819500,0.011169,0.810667,0.818667,0.810667,0.838000,0.819500,0.000000,5,5,5,5,0,0,0,0,4,4,4,4,2.709487,1.091058,0.750515,0.609502,0.522448,0.518000,0.725333,0.771333,0.799500,0.819500,2.754163,0.899381,0.663075,0.567412,0.495356,2.482480,1.074713,0.769653,0.627846,0.530987,2.973374,1.378497,0.915475,0.699902,0.590616,2.627930,1.011642,0.653856,0.542850,0.472833,0.662000,0.737333,0.773333,0.806667,0.810667,0.581333,0.755333,0.774000,0.784667,0.818667,0.358000,0.657333,0.753333,0.784000,0.810667,0.470667,0.751333,0.784667,0.822667,0.838000
13,Adamax,13,bo,0.014888,0.813333,0.011146,0.798000,0.814667,0.811333,0.829333,0.819500,0.000000,5,5,5,5,0,0,0,0,4,4,4,4,2.759261,1.212788,0.814804,0.638285,0.549079,0.483167,0.672667,0.754833,0.791333,0.813333,2.768319,1.188807,0.787840,0.633925,0.565518,2.384246,1.225424,0.804450,0.630554,0.532240,3.603500,1.549525,1.017704,0.756820,0.637419,2.280979,0.887397,0.649222,0.531841,0.461139,0.416667,0.677333,0.737333,0.768667,0.798000,0.522667,0.653333,0.767333,0.794000,0.814667,0.372000,0.598667,0.731333,0.788667,0.811333,0.621333,0.761333,0.783333,0.814000,0.829333
13,Adamax,14,bo,0.013958,0.792167,0.019220,0.781333,0.767333,0.817333,0.802667,0.819500,0.000000,5,5,5,5,0,0,0,0,4,4,4,4,3.311004,1.272003,0.875126,0.681697,0.581133,0.465167,0.653667,0.752833,0.769000,0.792167,3.957060,1.366147,0.886121,0.693902,0.590753,4.556263,1.593606,1.104531,0.829437,0.684433,2.162332,0.924102,0.645527,0.551260,0.495756,2.568361,1.204156,0.864325,0.652187,0.553589,0.418000,0.628667,0.732000,0.762000,0.781333,0.320000,0.566000,0.728667,0.748667,0.767333,0.640000,0.764000,0.798000,0.794000,0.817333,0.482667,0.656000,0.752667,0.771333,0.802667
13,ASGD,0,initial,0.038907,0.720500,0.017872,0.693333,0.739333,0.716000,0.733333,0.720500,,5,5,5,5,0,0,0,0,4,4,3,3,2.047169,1.524980,1.199210,1.037836,0.889908,0.476667,0.616667,0.621333,0.682000,0.672333,2.072703,1.531606,1.194264,1.019389,0.872253,1.965388,1.454175,1.158179,0.965433,0.889454,2.085229,1.590751,1.220477,1.090490,0.884913,2.065354,1.523388,1.223920,1.076034,0.913013,0.584667,0.566000,0.582667,0.680667,0.693333,0.374667,0.665333,0.626000,0.598000,0.739333,0.482000,0.606667,0.600667,0.716000,0.628000,0.465333,0.628667,0.676000,0.733333,0.628667
13,ASGD,1,initial,0.011953,0.580833,0.071378,0.507333,0.683333,0.611333,0.521333,0.720500,,5,5,5,5,0,0,0,0,4,4,4,4,2.238461,2.071275,1.903397,1.738482,1.573723,0.341833,0.424000,0.473000,0.541333,0.580833,2.243594,2.084020,1.926371,1.773929,1.614075,2.240745,2.046279,1.852556,1.656865,1.456464,2.230343,2.041391,1.841875,1.658860,1.493998,2.239163,2.113410,1.992785,1.864274,1.730355,0.367333,0.399333,0.427333,0.466000,0.507333,0.338667,0.436667,0.488667,0.620667,0.683333,0.384000,0.471333,0.502000,0.574000,0.611333,0.277333,0.388667,0.474000,0.504667,0.521333
13,ASGD,2,initial,0.041231,0.702833,0.040079,0.685333,0.740667,0.740000,0.645333,0.720500,,5,5,5,5,0,0,0,0,4,4,4,3,2.044966,1.494775,1.172416,1.022581,0.898891,0.459167,0.551000,0.609500,0.633167,0.698500,2.032556,1.439208,1.050383,0.944375,0.854700,2.052951,1.588131,1.222301,1.118176,0.933046,2.082627,1.512519,1.249140,1.009363,0.870649,2.011728,1.439240,1.167838,1.018411,0.937168,0.587333,0.540667,0.667333,0.674667,0.685333,0.367333,0.555333,0.588667,0.609333,0.740667,0.364667,0.466000,0.622000,0.603333,0.740000,0.517333,0.642000,0.560000,0.645333,0.628000
13,ASGD,3,initial,0.048291,0.682000,0.028848,0.678000,0.724000,0.683333,0.642667,0.720500,,5,5,5,5,0,0,0,0,4,4,3,3,2.038180,1.495275,1.202201,0.988607,0.906039,0.512167,0.597167,0.621333,0.621667,0.670667,2.086809,1.543418,1.249473,1.047792,0.932679,1.993170,1.469317,1.101929,0.954848,0.922683,2.016795,1.549184,1.207714,0.970195,0.882739,2.055944,1.419183,1.249687,0.981594,0.886054,0.518667,0.542000,0.532000,0.590000,0.678000,0.490000,0.622667,0.711333,0.570667,0.724000,0.559333,0.616000,0.602000,0.683333,0.664667,0.480667,0.608000,0.640000,0.642667,0.616000
13,ASGD,4,initial,0.048633,0.696167,0.009254,0.688667,0.701333,0.708667,0.686000,0.720500,,5,5,5,5,0,0,0,0,3,4,4,4,2.041755,1.469739,1.181439,0.981725,0.868079,0.504333,0.520500,0.609333,0.668500,0.676667,2.039829,1.498048,1.145374,1.004263,0.807795,2.082534,1.516132,1.192762,0.893804,0.920372,1.967276,1.371071,1.130394,0.985267,0.864900,2.077381,1.493704,1.257225,1.043565,0.879247,0.513333,0.475333,0.516000,0.688667,0.610667,0.496667,0.660000,0.643333,0.666667,0.701333,0.565333,0.633333,0.634667,0.685333,0.708667,0.442000,0.313333,0.643333,0.633333,0.686000
13,ASGD,5,initial,0.022727,0.706500,0.021382,0.707333,0.671333,0.724667,0.722667,0.720500,,5,5,5,5,0,0,0,0,4,4,4,4,2.162618,1.835525,1.526737,1.277252,1.078927,0.450167,0.547833,0.603167,0.657833,0.706500,2.147531,1.817436,1.499342,1.228371,1.026092,2.131689,1.773340,1.442449,1.253767,1.074072,2.179371,1.829037,1.520699,1.260421,1.073773,2.191881,1.922289,1.644456,1.366451,1.141770,0.450667,0.530667,0.599333,0.660667,0.707333,0.548000,0.616667,0.567333,0.630667,0.671333,0.343333,0.484667,0.641333,0.649333,0.724667,0.458667,0.559333,0.604667,0.690667,0.722667
13,ASGD,6,initial,0.030491,0.669167,0.034732,0.610000,0.678667,0.693333,0.694667,0.720500,,5,5,5,5,0,0,0,0,3,2,4,3,2.128905,1.719320,1.380801,1.126895,0.986364,0.433667,0.545833,0.603500,0.658333,0.630000,2.078061,1.550946,1.198172,1.065535,0.926389,2.173073,1.880437,1.538655,1.217676,1.084226,2.113949,1.664743,1.357737,1.078907,0.956754,2.150537,1.781154,1.428640,1.145462,0.978084,0.513333,0.548667,0.574000,0.610000,0.609333,0.351333,0.504667,0.678667,0.675333,0.591333,0.383333,0.607333,0.545333,0.653333,0.693333,0.486667,0.522667,0.616000,0.694667,0.626000
13,ASGD,7,initial,0.038799,0.700167,0.029339,0.662667,0.692667,0.744667,0.700667,0.720500,,5,5,5,5,0,0,0,0,3,3,2,3,2.032987,1.489532,1.168324,1.001531,0.902860,0.489333,0.620333,0.599167,0.666500,0.677500,2.036967,1.503664,1.151897,1.003124,0.915402,2.082003,1.558085,1.211858,1.019101,0.907205,1.996845,1.474414,1.177279,0.948205,0.885877,2.016135,1.421966,1.132262,1.035695,0.902955,0.396000,0.638667,0.545333,0.662667,0.658000,0.580000,0.585333,0.529333,0.692667,0.692000,0.418667,0.658667,0.744667,0.610000,0.671333,0.562667,0.598667,0.577333,0.700667,0.688667
13,ASGD,8,initial,0.032117,0.711667,0.015878,0.685333,0.713333,0.722000,0.726000,0.720500,,5,5,5,5,0,0,0,0,3,2,2,3,2.085890,1.611606,1.251207,1.022143,0.976160,0.533000,0.637000,0.655833,0.665000,0.661167,2.052479,1.518739,1.202338,0.963833,1.034961,2.072176,1.589981,1.223871,1.001739,0.947923,2.072346,1.597079,1.226702,1.027985,1.004015,2.146558,1.740626,1.351918,1.095015,0.917742,0.544000,0.654000,0.601333,0.685333,0.642000,0.504000,0.629333,0.713333,0.644000,0.680667,0.512667,0.636667,0.722000,0.604667,0.634667,0.571333,0.628000,0.586667,0.726000,0.687333
13,ASGD,9,initial,0.036129,0.688167,0.026104,0.660000,0.688000,0.730000,0.674667,0.720500,,5,5,5,5,0,0,0,0,3,4,4,4,2.097932,1.585472,1.246775,1.042912,0.933110,0.474500,0.574833,0.644500,0.629000,0.677000,2.100915,1.581768,1.261691,0.989987,0.922819,2.132000,1.673562,1.267419,1.144730,0.966097,2.060235,1.534924,1.204590,0.966885,0.851889,2.098575,1.551632,1.253398,1.070047,0.991634,0.550000,0.491333,0.640000,0.660000,0.615333,0.329333,0.609333,0.648000,0.573333,0.688000,0.548667,0.566667,0.617333,0.656667,0.730000,0.470000,0.632000,0.672667,0.626000,0.674667
13,ASGD,10,bo,0.042867,0.692833,0.016086,0.680000,0.674000,0.706000,0.711333,0.720500,0.000000,5,5,5,5,0,0,0,0,4,3,2,2,2.090080,1.546998,1.194223,1.002937,0.887283,0.513500,0.545500,0.652500,0.634167,0.658500,2.100898,1.560257,1.231821,0.960417,0.919185,2.123412,1.572872,1.270742,1.100954,0.891017,2.123587,1.637647,1.208047,0.984973,0.923779,2.012421,1.417215,1.066282,0.965405,0.815149,0.517333,0.416000,0.606000,0.614000,0.680000,0.452000,0.567333,0.586667,0.674000,0.565333,0.486000,0.610000,0.706000,0.543333,0.692667,0.598667,0.588667,0.711333,0.705333,0.696000
13,ASGD,11,bo,0.023776,0.677667,0.039284,0.684000,0.697333,0.716667,0.612667,0.720500,0.000000,5,5,5,5,0,0,0,0,4,4,3,4,2.158514,1.806609,1.463397,1.188297,1.014616,0.389333,0.524000,0.637000,0.663500,0.675000,2.146502,1.711540,1.331777,1.077495,0.934115,2.196588,1.912331,1.597197,1.302315,1.095023,2.136349,1.787364,1.440718,1.169686,1.006216,2.154617,1.815199,1.483897,1.203692,1.023108,0.439333,0.522667,0.657333,0.660667,0.684000,0.379333,0.520667,0.609333,0.666000,0.697333,0.346667,0.505333,0.670667,0.716667,0.706000,0.392000,0.547333,0.610667,0.610667,0.612667
13,ASGD,12,bo,0.007262,0.538333,0.050141,0.562667,0.452000,0.562667,0.576000,0.720500,0.000000,5,5,5,5,0,0,0,0,4,4,4,4,2.256215,2.139199,2.025922,1.912383,1.800943,0.301167,0.354333,0.440000,0.500000,0.538333,2.243540,2.103755,1.958091,1.805254,1.664496,2.280099,2.191055,2.105022,2.019236,1.931085,2.247222,2.111310,1.979405,1.853554,1.731054,2.253999,2.150676,2.061170,1.971487,1.877136,0.253333,0.288667,0.457333,0.532667,0.562667,0.246000,0.333333,0.386000,0.410000,0.452000,0.375333,0.392000,0.444000,0.511333,0.562667,0.330000,0.403333,0.472667,0.546000,0.576000
13,ASGD,13,bo,0.049707,0.648833,0.054364,0.636000,0.580000,0.732000,0.647333,0.720500,0.000000,5,4,5,5,0,1,0,0,4,0,4,4,2.076411,1.556484,1.204824,1.035192,0.920313,0.518167,0.543833,0.602000,0.610500,0.671778,2.038875,1.538227,1.210407,1.044382,0.879327,2.093497,1.563656,1.203711,1.132231,,2.098153,1.597232,1.236632,0.952513,0.922635,2.075119,1.526818,1.168544,1.011640,0.958976,0.553333,0.545333,0.607333,0.618667,0.636000,0.580000,0.544000,0.521333,0.525333,,0.446000,0.645333,0.714000,0.658000,0.732000,0.493333,0.440667,0.565333,0.640000,0.647333
13,ASGD,14,bo,0.012131,0.648833,0.044940,0.579333,0.639333,0.684000,0.692667,0.720500,0.000000,5,5,5,5,0,0,0,0,4,4,4,4,2.223303,2.031349,1.852012,1.679794,1.513969,0.293667,0.411333,0.504833,0.578667,0.648833,2.211945,1.996599,1.832926,1.679987,1.523055,2.248281,2.111121,1.949093,1.784197,1.618115,2.212856,2.009200,1.818608,1.636606,1.467690,2.220129,2.008477,1.807420,1.618387,1.447019,0.236000,0.335333,0.377333,0.480667,0.579333,0.208000,0.346667,0.502667,0.557333,0.639333,0.284667,0.444667,0.535333,0.664667,0.684000,0.446000,0.518667,0.604000,0.612000,0.692667
13,NAdam,0,initial,0.038907,0.716667,0.052675,0.633333,0.753333,0.769333,0.710667,0.716667,,5,5,5,5,0,0,0,0,4,3,4,4,12.146416,1.485801,1.346828,1.534502,0.999910,0.394167,0.601667,0.597333,0.616333,0.702833,9.475199,1.433620,1.787877,3.162982,1.210304,11.767024,1.414349,1.400083,1.041399,1.054580,15.751805,1.730313,1.060663,0.765605,0.832906,11.591635,1.364922,1.138688,1.168022,0.901850,0.320000,0.549333,0.428667,0.472000,0.633333,0.442667,0.659333,0.675333,0.753333,0.698000,0.328000,0.668667,0.693333,0.713333,0.769333,0.486000,0.529333,0.592000,0.526667,0.710667
13,NAdam,1,initial,0.011953,0.794000,0.017981,0.772667,0.814667,0.808667,0.780000,0.794000,,5,5,5,5,0,0,0,0,3,4,2,4,2.690050,1.004710,0.750947,0.610813,0.549555,0.532833,0.708500,0.742833,0.752500,0.789500,2.117556,1.159734,0.754615,0.649302,0.590016,3.124251,1.114497,0.888877,0.642548,0.606445,2.643446,0.918974,0.688307,0.572037,0.480166,2.874947,0.825636,0.671989,0.579366,0.521591,0.284667,0.688667,0.703333,0.772667,0.761333,0.600667,0.724667,0.695333,0.741333,0.814667,0.572667,0.711333,0.808667,0.798000,0.802000,0.673333,0.709333,0.764000,0.698000,0.780000
13,NAdam,2,initial,0.041231,0.631833,0.105248,0.514000,0.612667,0.802000,0.598667,0.794000,,5,5,5,5,0,0,0,0,4,2,4,4,9.675927,1.962859,1.568030,1.298278,2.183861,0.317000,0.450333,0.530333,0.479500,0.506333,7.975842,2.426877,2.305481,1.473251,1.329251,10.982830,2.094988,1.463338,1.581491,5.575254,11.431823,1.439055,0.997696,0.804676,0.642955,8.313212,1.890517,1.505607,1.333692,1.187984,0.275333,0.299333,0.328000,0.422667,0.514000,0.327333,0.390667,0.612667,0.194000,0.110667,0.328000,0.662667,0.706000,0.780000,0.802000,0.337333,0.448667,0.474667,0.521333,0.598667
13,NAdam,3,initial,0.048291,0.590833,0.161105,0.758667,0.667333,0.327333,0.610000,0.794000,,5,5,4,5,0,0,1,0,4,4,0,4,15.438178,1.826672,1.817254,1.636032,0.991274,0.338000,0.421667,0.462500,0.505333,0.678667,15.722339,2.117942,1.400248,1.107897,0.885855,15.696283,1.858576,1.526206,1.324235,1.042724,13.948102,1.743998,2.700809,2.251219,,16.385986,1.586174,1.641753,1.860779,1.045242,0.396000,0.425333,0.667333,0.706000,0.758667,0.276000,0.419333,0.503333,0.599333,0.667333,0.327333,0.312667,0.234667,0.250000,,0.352667,0.529333,0.444667,0.466000,0.610000
13,NAdam,4,initial,0.048633,0.640333,0.094664,0.540000,0.785333,0.574667,0.661333,0.794000,,5,5,5,5,0,0,0,0,4,4,2,3,15.466422,1.955747,1.545241,1.914414,1.364049,0.381500,0.492333,0.511167,0.528167,0.535667,10.689319,2.832544,2.033444,1.618886,1.448525,15.385289,1.349545,1.164428,0.964830,0.654311,10.760876,1.744766,1.418375,3.901134,1.949241,25.030203,1.896134,1.564716,1.172808,1.404120,0.268667,0.280667,0.354000,0.442000,0.540000,0.515333,0.598667,0.595333,0.769333,0.785333,0.403333,0.562667,0.574667,0.240000,0.200667,0.338667,0.527333,0.520667,0.661333,0.616667
13,NAdam,5,initial,0.022727,0.721000,0.049841,0.726667,0.789333,0.648667,0.719333,0.794000,,5,5,5,5,0,0,0,0,4,4,4,4,4.070599,1.454973,1.189060,1.081532,0.870627,0.362000,0.522833,0.506333,0.582333,0.721000,4.838149,1.422908,1.307759,0.890319,0.721583,3.888436,1.227385,1.114826,1.033144,0.731938,4.634990,1.575157,1.353730,1.237580,1.021812,2.920821,1.594440,0.979924,1.165085,1.007174,0.246667,0.588000,0.494667,0.706000,0.726667,0.455333,0.504667,0.414000,0.601333,0.789333,0.398667,0.404667,0.430000,0.637333,0.648667,0.347333,0.594000,0.686667,0.384667,0.719333
13,NAdam,6,initial,0.030491,0.746167,0.024709,0.749333,0.707333,0.776000,0.752000,0.794000,,5,5,5,5,0,0,0,0,4,3,4,3,5.525036,1.371361,1.794749,0.947825,0.739733,0.429833,0.588833,0.627667,0.703667,0.729167,4.370999,1.386258,1.573966,0.834612,0.645994,5.255001,1.272602,1.203598,0.987105,0.775642,6.150237,1.317909,3.313513,1.077030,0.787509,6.323908,1.508675,1.087917,0.892553,0.749786,0.334000,0.636667,0.661333,0.724000,0.749333,0.466667,0.504667,0.652000,0.707333,0.650000,0.520667,0.616000,0.530667,0.631333,0.776000,0.398000,0.598000,0.666667,0.752000,0.741333
