# Configuration
# N_FOLDS,4
# EPOCHS_PER_TRIAL,5
# EARLY_STOPPING_PATIENCE,3
# INITIAL_POINTS,10
# BO_ITERATIONS,5
# BO_CANDIDATES,100
# BATCH_SIZE,512
# NUM_FILTERS,32
# KERNEL_SIZE,5
# NUM_UNITS,32
# LEARNING_RATE_MIN,0.0001
# LEARNING_RATE_MAX,0.05
# MANUAL_SEEDS,"[1, 4, 9, 12, 13, 14, 16, 17, 19, 21, 31, 35, 37, 38, 42, 45, 48, 51, 52, 55, 58, 60, 64, 66, 69, 80, 123, 256, 2048, 3651]"
seed,optimizer,best_accuracy,accuracy_std,best_learning_rate,best_final_loss,total_trials
21,AdamW,0.8333333333333333,0.0061644140029689974,0.007362713598182473,0.4666265183024936,15
21,Adamax,0.8216666666666668,0.011445523142259608,0.006289595569451607,0.5167770741714371,15
21,ASGD,0.7103333333333333,0.007965202096899012,0.045091835657635075,0.9205090685023202,15
21,NAdam,0.8178333333333334,0.013633088832363386,0.009456452331177444,0.5490058420432938,15
21,RAdam,0.8405,0.009181805680559527,0.03876932432485487,0.45146605206860435,15
21,Rprop,0.8538333333333333,0.006982120021884454,0.029221204683308077,0.339292712095711,15
31,SGD,0.81,0.01749285568453591,0.04542785273426602,0.5255860015749931,15
31,Adam,0.8386666666666667,0.011460075625114058,0.006932160737307025,0.451149878402551,15
31,RMSProp,0.7806666666666667,0.021761331658599285,0.004561045854251594,0.6454350302616756,15
31,AdaGrad,0.7968333333333334,0.012818172863382517,0.015255225358756315,0.5889534321096208,15
31,Adadelta,0.729,0.012050818321683482,0.04931879451008091,1.124375068479114,15
31,AdamW,0.8391666666666667,0.011039072022190587,0.006932160737307025,0.4507165907157792,15
31,Adamax,0.82,0.007498147919467994,0.006932160737307025,0.4927119289835294,15
31,ASGD,0.7158333333333333,0.008032918384857254,0.0479094677692981,0.9191075579987632,15
31,NAdam,0.8116666666666665,0.005217491947499517,0.006932160737307025,0.5241830804281764,15
31,RAdam,0.8381666666666667,0.013278010225766341,0.04542785273426602,0.43542203472720253,15
31,Rprop,0.852,0.014929463784372451,0.038538615317722014,0.3314538349707921,15
35,SGD,0.809,0.010005554013202439,0.04088001711394323,0.555730551481247,15
35,Adam,0.8303333333333333,0.004864839839775467,0.007895802190057994,0.43831935028235114,15
35,RMSProp,0.7848333333333333,0.017116431351839163,0.003061997232115673,0.5974857302175628,15
35,AdaGrad,0.8008333333333333,0.010670572201672768,0.013911715543162064,0.5831941316525141,15
35,Adadelta,0.7190000000000001,0.004772607021092138,0.04918154984358728,1.1035574078559875,15
35,AdamW,0.8301666666666667,0.008411301920630372,0.008695328964535277,0.4322754442691803,15
35,Adamax,0.8253333333333334,0.013038404810405276,0.009158417163404722,0.48707617570956546,15
35,ASGD,0.7141666666666666,0.02315347346152047,0.04088001711394323,0.9448561022679011,15
35,NAdam,0.8216666666666667,0.004772607021092135,0.007702113513174956,0.541540721224414,15
35,RAdam,0.84,0.009092121131323924,0.04088001711394323,0.44884591384066475,15
35,Rprop,0.8498333333333333,0.0035394600969325526,0.04088001711394323,0.3520668049653371,15
37,SGD,0.8211666666666667,0.006189148209209051,0.04969425018223304,0.5123116945226988,15
37,Adam,0.8374999999999999,0.015087706548342225,0.005261533995497904,0.45056423296531045,15
37,RMSProp,0.7829999999999999,0.012845232578665095,0.0007945268794157597,0.6453309274382062,15
37,AdaGrad,0.796,0.013482498944104462,0.014170755596704374,0.6003050307432811,15
37,Adadelta,0.7133333333333333,0.008981462390204994,0.049754554082170326,1.1259154147571986,15
37,AdamW,0.8381666666666667,0.015393902111622709,0.005261533995497904,0.4507683002286487,15
37,Adamax,0.8103333333333333,0.005705747589541206,0.014170755596704374,0.5179556252227889,15
37,ASGD,0.717,0.007264831572567791,0.02325849889778994,0.996282469895151,15
37,NAdam,0.8118333333333334,0.014270209840394385,0.005261533995497904,0.5554277367062039,15
37,RAdam,0.8365,0.009926115946218724,0.04723038048257962,0.42756661855512196,15
37,Rprop,0.8486666666666667,0.007287737036358456,0.031042202087663992,0.3377715713447994,15
38,SGD,0.8136666666666668,0.014067298564006151,0.04994866479576808,0.5202008452680376,15
38,Adam,0.832,0.014696938456699069,0.0038229033428464187,0.45114385833342874,15
38,RMSProp,0.792,0.004109609335312658,0.0038229033428464187,0.6209003287884924,15
38,AdaGrad,0.7956666666666667,0.01972308292331599,0.011149445678213068,0.6030159774753783,15
38,Adadelta,0.7153333333333333,0.020789954839350214,0.04400697269265881,1.184433466858334,15
38,AdamW,0.8333333333333335,0.014460674642322558,0.0038229033428464187,0.45098960730764603,15
38,Adamax,0.8188333333333334,0.017148858076657246,0.0038229033428464187,0.5184857133362027,15
